sentence,phrase,tokens,bio_sim_words,chem_sim_words,phy_sim_words,math_sim_words,tech_sim_words,eng_sim_words,medical_terms,polarity,subjectivity,ner,interjections,nouns,adverb,verb,determiner,pronoun,adjective,preposition,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,able,astronomy,chemistry,class,classes,course,currently,degree,enjoy,extra,field,im,know,lab,like,major,money,need,order,physics,problem,really,reason,sci,science,second,taking,want,work,year
plus while taking physics it isn't bad i actually enjoy the class i learned so much and understood most of it.,"['I am here because I need to take physics for the MCAT and for part of my major.', 'I am here to learn physics to guide me to where I need to be to get me to point a and b']","['plus', 'while', 'taking', 'physics', 'it', 'is', ""n't"", 'bad', 'i', 'actually', 'enjoy', 'the', 'class', 'i', 'learned', 'so', 'much', 'and', 'understood', 'most', 'of', 'it', '.']",1,1,0,1,0,0,0,0.10000000000000005,0.4666666666666666,0,0,3,3,4,1,2,4,2,-0.1476406306028366,0.14345604181289673,0.13641208410263062,0.1100931391119957,0.05975653976202011,-0.32422488927841187,0.23491425812244415,0.4849194884300232,-0.24690087139606476,-0.21955910325050354,0.1301366537809372,-0.3995212912559509,-0.020443998277187347,0.20552664995193481,0.02314164862036705,-0.1106078028678894,0.15786302089691162,-0.14346656203269958,-0.1186877191066742,-0.5416836738586426,-0.06243680790066719,-0.09193086624145508,0.16605646908283234,-0.12214639037847519,-0.0576903261244297,-0.029877308756113052,-0.2617531418800354,0.06287435442209244,-0.16979309916496277,0.04223601892590523,0.19459345936775208,-0.00968391727656126,0.35183778405189514,-0.19053836166858673,0.020861392840743065,0.30825451016426086,0.18720094859600067,-0.0033243480138480663,-0.05614813044667244,-0.268989235162735,0.08489090204238892,-0.12116183340549469,-0.026138458400964737,0.01668339967727661,0.15627677738666534,0.03741392120718956,-0.1825663149356842,0.051114898175001144,0.06011227145791054,0.2547687888145447,0.06885755807161331,-0.1260182112455368,-0.009275690652430058,-0.04076259583234787,-0.003623268799856305,0.18736660480499268,0.07549396902322769,0.03249666094779968,-0.0752808079123497,0.14344388246536255,0.050614744424819946,-0.041595470160245895,0.04052374139428139,0.12757320702075958,-0.0540071502327919,0.3060876727104187,0.0835600271821022,0.32462480664253235,-0.2722131013870239,0.18779364228248596,0.07237794250249863,0.26220184564590454,0.2057081013917923,-0.010047156363725662,0.5403326153755188,-0.09189601987600327,0.05778927356004715,0.03892597556114197,-0.01256222277879715,-0.2257707267999649,-0.29884833097457886,0.1744033396244049,-0.12974435091018677,0.1865447461605072,-0.30550819635391235,-0.023221183568239212,0.23233072459697723,0.08282651752233505,0.21693871915340424,-0.03691659867763519,0.4805908799171448,0.21392452716827393,-0.09017366915941238,0.05005921050906181,0.32697445154190063,0.02290148288011551,0.2513839602470398,-0.07860331982374191,-0.0020052159670740366,0.03809308633208275,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
im in this astronomy lab because i want to learn more about astronomy.,"['Im in this astronomy lab because I want to learn more about astronomy. And also, Im good at astronomy when Im in high school. If its possible, I might choose astronomy as my minor major in SFSU. Im here to learn more things that I havent know about astronomy, so I can decide should I choose astronomy as my minor major.']","['im', 'in', 'this', 'astronomy', 'lab', 'because', 'i', 'want', 'to', 'learn', 'more', 'about', 'astronomy', '.']",2,2,0,2,0,0,0,0.5,0.5,0,0,5,0,1,1,0,1,3,-0.29082733392715454,0.1567375659942627,0.1261393427848816,0.05723520740866661,0.11463598906993866,-0.31668171286582947,0.26938173174858093,0.4720056653022766,-0.22097371518611908,-0.2857162058353424,0.1366172730922699,-0.38678285479545593,-0.025982942432165146,0.24058355391025543,0.04095451533794403,-0.07463680952787399,0.16211329400539398,-0.14544150233268738,-0.13569843769073486,-0.548731803894043,-0.04731367528438568,-0.030559834092855453,0.31577858328819275,-0.1381220519542694,0.03623325377702713,0.05967969074845314,-0.2300848364830017,0.0792628601193428,-0.19710460305213928,0.0850277990102768,0.29200655221939087,-0.022724155336618423,0.3972512483596802,-0.24060645699501038,0.033513568341732025,0.3401341438293457,0.18545947968959808,0.06502748280763626,0.0024994616396725178,-0.21757428348064423,0.1531430035829544,-0.08230933547019958,-0.09520463645458221,-0.017200661823153496,0.11272533237934113,-0.03462035953998566,-0.14583641290664673,0.09051017463207245,0.1462402194738388,0.2708817720413208,0.12798206508159637,-0.1916181445121765,-0.11640295386314392,-0.04571038857102394,0.0053642219863832,0.22106777131557465,0.12278738617897034,0.03596268594264984,-0.11150571703910828,0.1444399505853653,0.05569889768958092,-0.10903020948171616,0.17842815816402435,0.19277247786521912,-0.041823770850896835,0.3484266698360443,0.14776073396205902,0.3126608431339264,-0.24371153116226196,0.24180661141872406,0.07147576659917831,0.3374575972557068,0.21989594399929047,0.008581478148698807,0.555612325668335,-0.15018819272518158,0.08881045877933502,-0.05311135947704315,0.03972404822707176,-0.22134600579738617,-0.34681588411331177,0.13499221205711365,-0.11460725218057632,0.06481727957725525,-0.3572220802307129,-0.13177508115768433,0.2791610360145569,-0.06237189471721649,0.1706155687570572,-0.050041958689689636,0.5629160404205322,0.2563846707344055,-0.02666880562901497,0.0329354852437973,0.3111259341239929,0.0015916291158646345,0.32170194387435913,-0.0895458310842514,-0.06060409173369408,0.11035391688346863,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"so, i suppose i'm here because i have to take this course in order to graduate.","[""I'm here because I have to take this course in order to graduate.""]","['so', ',', 'i', 'suppose', 'i', ""'m"", 'here', 'because', 'i', 'have', 'to', 'take', 'this', 'course', 'in', 'order', 'to', 'graduate', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,3,2,2,1,0,1,2,-0.2155735194683075,0.15458478033542633,0.18928173184394836,0.09593361616134644,0.10363221168518066,-0.41663360595703125,0.24022269248962402,0.5665408372879028,-0.1997111290693283,-0.3292693793773651,0.19331538677215576,-0.36777758598327637,-0.07824628800153732,0.28265562653541565,0.05240640789270401,0.04308120906352997,0.25530752539634705,-0.1012304425239563,-0.14636138081550598,-0.5704001784324646,0.021565333008766174,0.01703922264277935,0.3521377742290497,-0.06146750971674919,-0.06730134785175323,0.05582960322499275,-0.20093682408332825,0.1085355207324028,-0.2015807032585144,0.08429066091775894,0.2444089651107788,-0.01940860040485859,0.4353797435760498,-0.26389673352241516,0.08435981720685959,0.3121952712535858,0.16665096580982208,0.03523086756467819,0.013572094962000847,-0.15897542238235474,0.17947901785373688,-0.028450913727283478,-0.0750211626291275,-0.004109720233827829,0.11334691941738129,-0.02366914041340351,-0.20755775272846222,0.08067982643842697,0.11315073817968369,0.269353985786438,0.08764471113681793,-0.15552836656570435,-0.1254594624042511,-0.052965693175792694,0.044288959354162216,0.22781647741794586,0.11574830859899521,0.044928111135959625,-0.0974474549293518,0.16557739675045013,-0.024495847523212433,-0.09716885536909103,0.11367936432361603,0.19886139035224915,-0.015656862407922745,0.39746609330177307,0.21913862228393555,0.2631266415119171,-0.28489741683006287,0.2510588467121124,-0.009702740237116814,0.23692907392978668,0.14640985429286957,-0.03277703747153282,0.6176880598068237,-0.1250072866678238,0.07772231847047806,0.003667467273771763,0.03577262908220291,-0.22392678260803223,-0.36552804708480835,0.16540510952472687,-0.05513804778456688,0.11598218977451324,-0.36144211888313293,0.0062624081037938595,0.28348246216773987,-0.10354283452033997,0.1763637810945511,-0.04646288976073265,0.5217358469963074,0.21699538826942444,0.0032125478610396385,0.05752083659172058,0.2501661479473114,-0.04066414386034012,0.2535053789615631,-0.06811685860157013,-0.0592094250023365,0.2042664885520935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i am currently undeclared but i am thinking about declaring my major to political science.,['I am in Astronomy 116 because it fulfills my general education lab requirement.'],"['i', 'am', 'currently', 'undeclared', 'but', 'i', 'am', 'thinking', 'about', 'declaring', 'my', 'major', 'to', 'political', 'science', '.']",1,1,0,1,0,0,0,0.020833333333333332,0.3333333333333333,0,0,2,1,2,0,0,4,1,-0.16880911588668823,0.18545560538768768,0.16842232644557953,0.09506798535585403,0.10928367078304291,-0.2981642186641693,0.2650080919265747,0.4145558774471283,-0.22170300781726837,-0.1616331785917282,0.19279807806015015,-0.32819944620132446,-0.03438533842563629,0.13013765215873718,0.05071806162595749,0.021709220483899117,0.18394580483436584,-0.07926490902900696,-0.15914922952651978,-0.4992929697036743,-0.015476810745894909,-0.002502932446077466,0.30001792311668396,-0.11572559922933578,-0.0654810220003128,0.05829942971467972,-0.16314150393009186,0.009802020154893398,-0.17941814661026,0.05862509831786156,0.2662407159805298,-0.0075171892531216145,0.3880435824394226,-0.23327627778053284,0.050176605582237244,0.3698854446411133,0.14581868052482605,-0.008404713124036789,0.005599916912615299,-0.26474642753601074,0.11688315123319626,-0.07621748745441437,-0.05180608481168747,0.016914300620555878,0.11627233028411865,0.016193194314837456,-0.17846862971782684,0.07609760761260986,0.10642095655202866,0.2172619253396988,0.0947144478559494,-0.11917378008365631,-0.07515984028577805,-0.06588730961084366,-0.014305589720606804,0.19325344264507294,0.08987624943256378,0.030691785737872124,-0.11272328346967697,0.09100376814603806,-0.00900075864046812,-0.061145950108766556,0.10659591853618622,0.1565876454114914,-0.09596464782953262,0.36977291107177734,0.16623087227344513,0.22392959892749786,-0.30198046565055847,0.18578748404979706,-0.029394958168268204,0.22533972561359406,0.14580698311328888,-0.013017992489039898,0.5063879489898682,-0.11042909324169159,0.029421258717775345,0.022555092349648476,0.01645676977932453,-0.19691796600818634,-0.3006148934364319,0.1366189867258072,-0.06174309924244881,0.13336460292339325,-0.343191534280777,0.014034307561814785,0.26523980498313904,-0.06622473895549774,0.1701548993587494,-0.06663010269403458,0.4429730176925659,0.21349091827869415,-0.018713004887104034,0.03520066291093826,0.25734296441078186,-0.03429752588272095,0.25302690267562866,-0.12098929286003113,-0.04680992662906647,0.07259807735681534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"no, the second semester i did not have a realistic grip on what my responsibilities were at school, and out of school ( work, money, household chores, friends, girlfriend ) and how to put them all together.","['The reason I am here at SF state was, at first, confusing. At first, I thought that I was here because I had to be here. Not because I wanted too. But as the school year went on, I discovered things about college and about myself and thought, maybe theres more to just going to class and taking naps. Cut to the current day, my sophomore year standing, I was able to step back and see the bigger picture. I was able to see that not only am I here in college to make money, but also to establish myself as an adult. I needed, and I stress needed, to learn how to manage my time, personal time, and find my motivation to get through these school days and finish this degree.']","['no', ',', 'the', 'second', 'semester', 'i', 'did', 'not', 'have', 'a', 'realistic', 'grip', 'on', 'what', 'my', 'responsibilities', 'were', 'at', 'school', ',', 'and', 'out', 'of', 'school', '(', 'work', ',', 'money', ',', 'household', 'chores', ',', 'friends', ',', 'girlfriend', ')', 'and', 'how', 'to', 'put', 'them', 'all', 'together', '.']",0,0,0,0,0,0,0,0.08333333333333333,0.16666666666666666,0,0,12,2,4,4,1,2,4,-0.11955424398183823,0.13618098199367523,0.07386313378810883,0.03863926976919174,0.098941870033741,-0.3272385895252228,0.1591850370168686,0.4634651243686676,-0.162755087018013,-0.20774546265602112,0.09478717297315598,-0.31916719675064087,-0.01820157840847969,0.20643655955791473,-0.0035567975137382746,-0.042683448642492294,0.13284757733345032,-0.16660544276237488,-0.12034960091114044,-0.4550422728061676,-0.02661331370472908,-0.09829255938529968,0.13725866377353668,-0.06945614516735077,-0.10214310139417648,0.005537381395697594,-0.15980637073516846,0.017617791891098022,-0.1297348141670227,0.03088306449353695,0.27705809473991394,0.041195470839738846,0.23278950154781342,-0.14767956733703613,0.002398367738351226,0.2923014760017395,0.11058273166418076,-0.04632225260138512,-0.0749659389257431,-0.24045871198177338,0.0916552022099495,-0.10604299604892731,-0.003173462115228176,-0.05135436728596687,0.15562981367111206,0.0299264844506979,-0.15842851996421814,0.016234951093792915,0.03400567173957825,0.18297843635082245,0.00886102207005024,-0.08456584811210632,-0.07304021716117859,-0.047318730503320694,-0.005129653960466385,0.15252041816711426,0.08758115023374557,0.043082550168037415,-0.1118045225739479,0.0730680450797081,0.062043849378824234,-0.0753437727689743,0.08302602171897888,0.10232629626989365,-0.1610127091407776,0.2629672586917877,0.18189728260040283,0.157260000705719,-0.22605782747268677,0.24828237295150757,0.049599967896938324,0.14987024664878845,0.16607677936553955,0.03911181166768074,0.39729833602905273,-0.08644871413707733,-0.0007013852009549737,0.05391336604952812,-0.04941854998469353,-0.10753010213375092,-0.22460786998271942,0.09241130948066711,-0.12310119718313217,0.1309899538755417,-0.1867263913154602,-0.030278099700808525,0.21514159440994263,0.15143944323062897,0.20295462012290955,-0.02761697769165039,0.354790598154068,0.19681671261787415,-0.013422712683677673,0.03224262595176697,0.21799731254577637,-0.01233332883566618,0.214272603392601,-0.1224876120686531,-0.013774058781564236,0.07865820825099945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"this class will prepare me for upper division classes, even though its my last physics class, it should come in handy in everyday problem solving.","['This should help me in the future because it is for my major requirement for kinesiology.', 'I am also enrolled in the physics lecture.', 'This class will prepare me for upper division classes, even though its my last physics class, it should come in handy in everyday problem solving.']","['this', 'class', 'will', 'prepare', 'me', 'for', 'upper', 'division', 'classes', ',', 'even', 'though', 'its', 'my', 'last', 'physics', 'class', ',', 'it', 'should', 'come', 'in', 'handy', 'in', 'everyday', 'problem', 'solving', '.']",1,1,0,1,0,0,0,0.09999999999999999,0.39166666666666666,0,0,6,1,2,1,2,5,4,-0.10809259116649628,0.16703355312347412,0.11502436548471451,0.0076353466138243675,0.14280468225479126,-0.3487745225429535,0.23649431765079498,0.5329862236976624,-0.20264413952827454,-0.2413955181837082,0.12535665929317474,-0.3571207821369171,-0.030049409717321396,0.21045979857444763,0.030388034880161285,-0.1015755757689476,0.1773577183485031,-0.06566454470157623,-0.04616674408316612,-0.4653942883014679,-0.04063517227768898,-0.07949641346931458,0.16686290502548218,-0.053173914551734924,-0.08634387701749802,-0.0015969389351084828,-0.2071647197008133,0.11937722563743591,-0.16189581155776978,0.05914957448840141,0.18328164517879486,-0.02567853406071663,0.33422017097473145,-0.19985666871070862,0.002125407103449106,0.253695011138916,0.10023245960474014,-0.01767868362367153,-0.034771814942359924,-0.24026484787464142,0.1420004963874817,-0.1452920138835907,-0.02235405705869198,0.04938347265124321,0.1392374485731125,0.007555144838988781,-0.17537659406661987,0.017094912007451057,0.05477862060070038,0.25392407178878784,0.09043166786432266,-0.1757948100566864,-0.06908366084098816,-0.06710903346538544,-0.0668708011507988,0.14074228703975677,0.09455551952123642,0.03391848877072334,-0.06933961063623428,0.08487371355295181,0.0065131294541060925,-0.1239154264330864,0.10170534998178482,0.191090390086174,-0.11291258782148361,0.3636173605918884,0.14248131215572357,0.31440338492393494,-0.2962125837802887,0.18599805235862732,0.04480704665184021,0.2271893173456192,0.21322692930698395,-0.016597099602222443,0.521482527256012,-0.06694048643112183,0.038469165563583374,0.03150390833616257,-0.05734680965542793,-0.139437735080719,-0.28121456503868103,0.11516155302524567,-0.1251540184020996,0.1286131888628006,-0.24703292548656464,0.011765344999730587,0.25990617275238037,0.010785125195980072,0.1897294819355011,-0.08229995518922806,0.4519239366054535,0.17127104103565216,-0.04432705417275429,0.05160057172179222,0.3254826068878174,-0.013754507526755333,0.3688826262950897,-0.05335341393947601,-0.00016321390285156667,0.05349937453866005,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
what happens when a ball falls down?,"[""I'm taking physics 220 as part of my prerequisite for my computer science classes.""]","['what', 'happens', 'when', 'a', 'ball', 'falls', 'down', '?']",0,0,0,0,0,0,0,-0.15555555555555559,0.2888888888888889,0,0,1,0,0,1,0,0,0,-0.11332499980926514,0.16211198270320892,0.015647906810045242,0.03995625302195549,0.1011374220252037,-0.303386390209198,0.10368262231349945,0.37719419598579407,-0.12185778468847275,-0.11368852853775024,0.07265398651361465,-0.2767254710197449,-0.039606206119060516,0.15719984471797943,-0.018217885866761208,-0.05396679416298866,0.10454826802015305,-0.15406371653079987,-0.08736171573400497,-0.40573650598526,-0.02291456237435341,-0.1136617437005043,0.08382099866867065,-0.02175016887485981,-0.08964326232671738,0.01013548020273447,-0.18315206468105316,-0.022792045027017593,-0.13782791793346405,0.009743312373757362,0.2702152729034424,0.03504865616559982,0.18319304287433624,-0.13331542909145355,0.034694500267505646,0.25200334191322327,0.1308208853006363,-0.03240562602877617,-0.11342579871416092,-0.28497591614723206,0.0393887534737587,-0.0751170665025711,-0.008935526013374329,-0.026814231649041176,0.14820775389671326,0.04953223094344139,-0.13159528374671936,0.04707099124789238,0.02617569826543331,0.15375594794750214,-0.0013114067260175943,-0.05478263273835182,-0.015434620901942253,-0.06810809671878815,-0.020763253793120384,0.12889690697193146,0.06353168189525604,0.021514106541872025,-0.11967388540506363,0.059806399047374725,0.05307772383093834,-0.03607335686683655,0.047280799597501755,0.07245754450559616,-0.15421618521213531,0.2075112760066986,0.1762906014919281,0.15479855239391327,-0.2105061560869217,0.29239270091056824,0.027094172313809395,0.12662838399410248,0.12479539960622787,0.03038986399769783,0.37990349531173706,-0.07909213751554489,-0.032354675233364105,0.09433522075414658,-0.04329093545675278,-0.17376960813999176,-0.20535285770893097,0.051598358899354935,-0.11374038457870483,0.15022699534893036,-0.18571291863918304,-0.021654678508639336,0.19358542561531067,0.20177769660949707,0.21968920528888702,-0.012187873013317585,0.3548089563846588,0.17168566584587097,-0.018219633027911186,0.04305988550186157,0.17428120970726013,-0.037092454731464386,0.22068016231060028,-0.09544778615236282,0.01913171447813511,0.048127394169569016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
